stationID,stationName,Address,City,State,Charger type,stationModel,unreachable_event_count,status,last_unreachable_start_iso,current_first_unreachable_iso,last_seen_reachable_iso
1:13092151,NYC FLEET / DSNY_BX05-2,1310 Cromwell Ave,Mount Eden,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-07T11:26:01+00:00
1:13097471,NYC FLEET / NYPD_112PCT-GW,68-40 Austin St,Forest Hills,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13100411,NYC FLEET / DPR_RUFUSKING#1,150-03 Jamaica Ave,Jamaica,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:07:21+00:00
1:13108741,NYC FLEET / DSNY_MN08-1,4036 9th Ave,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:12:02+00:00
1:13110151,NYC FLEET / DSNY_RBS-2,1000 W. Service RD,Staten Island,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:09:15+00:00
1:13120321,NYC FLEET / DEP_LFRK_74+75,9605 Horace Harding Expy,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-09T14:12:15+00:00
1:13122791,NYC FLEET / DSNY_BK12-S1,5602 19th Ave,Mapleton,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-01-26T04:06:13+00:00
1:13123251,NYC FLEET / DOC_HAZEN16,29 Hazen St,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:08:05+00:00
1:13123381,NYC FLEET / DSNY_BK12-S2,5602 19th Ave,Mapleton,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2025-06-20T00:06:47+00:00
1:13131711,NYC FLEET / DCAS_QBH_1_L3,Union Tpke/Queens Blvd,Jamaica,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:11:11+00:00
1:13131721,NYC FLEET / DCAS_QBH_2_L3,Union Tpke/Queens Blvd,Jamaica,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:07:53+00:00
1:13131731,NYC FLEET / DCAS_QBH_3_L3,120-55 Queens Blvd,Kew Gardens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:12:52+00:00
1:13137101,NYC FLEET / NYPD_SPRGFLD-GW,174-20 N Boundary Rd,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13139491,NYC FLEET / DSNY_MN11-1,217 E 127th St,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:06:13+00:00
1:13139571,NYC FLEET / NYPD_81PCT-GW,30 Ralph Ave,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13144781,NYC FLEET / NYPD_83PCT-GW,480 Knickerbocker Ave,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13145371,NYC FLEET / DSNY_MN11-2,217 E 127th St,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:05:26+00:00
1:13147291,NYC FLEET / NYPD_94PCT-GW,100 Meserole Ave,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13147721,NYC FLEET / DSNY_BK07-1,5100 1st Ave,Brooklyn,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:10:15+00:00
1:13149891,NYC FLEET / NYPD_90PCT-GW,487 Broadway,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13150111,NYC FLEET / DPRSOUNDVIEW_#1,1550 Lafayette Ave,Clason Point,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:11:46+00:00
1:13151701,NYC FLEET / NYPD_HIGHWY2-GW,2900 Flatbush Ave,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13154561,NYC FLEET / NYPD_TD12-GW,480 Morris Park Ave,The Bronx,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13154761,NYC FLEET / NYPD_107PCT-GW,71-05 Parsons Blvd,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13155471,NYC FLEET / DSNY_MN11-3,217 E 127th St,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:10:01+00:00
1:13162011,NYC FLEET / DOC_VTF_1,15 West 5th Street,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:04:51+00:00
1:13162271,NYC FLEET / DEP_MNRPR_1_L3,30 Pike St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2023-12-15T15:28:11+00:00
1:13163361,NYC FLEET / NYPD_106PCT-GW,103-53 101st St,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13165481,NYC FLEET / OCME_26ST_S2_L3,421 E 26th St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:07:46+00:00
1:13165501,NYC FLEET / OCME_26ST_S3_L3,421 E 26 St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:04:27+00:00
1:13165511,NYC FLEET / OCME_26ST_S4_L3,421 E 26 St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:10:20+00:00
1:13165521,NYC FLEET / OCME_26ST_S5_L3,421 E 26 St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:04:05+00:00
1:13168671,NYC FLEET / NYPD_113PCT-GW,167-02 Baisley Blvd,Jamaica,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13170731,NYC FLEET / NYPD_62PCT-GW,1925 Bath Ave,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13171791,NYC FLEET / NYPD_41PCT-GW,1035 Longwood Ave,The Bronx,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13174871,NYC FLEET / DSNY_MN07-DCFC4,650 W 57th St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:12:23+00:00
1:13178641,NYC FLEET / NYPD_33PCT-GW,2207 Amsterdam Ave,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13178681,NYC FLEET / NYPD_30PCT_GW,451 W 151st St,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13182391,NYC FLEET / DSNY_FBF-S3,50 Aviation Rd,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-02-03T21:33:29+00:00
1:13184791,NYC FLEET / DOC_MCD_IT_1,0 Hazen St,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:09:45+00:00
1:13187831,NYC FLEET / NYPD_34PCT-GW2,4301 US-9,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13187941,NYC FLEET / DOC_IT_WAREHSE,15B West 5th Street East Elmhurst,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:13:07+00:00
1:13188601,NYC FLEET / NYPD_72PCT_2_L3,830 4 Ave,Sunset Park,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:12:21+00:00
1:13188611,NYC FLEET / NYPD_72PCT_1_L3,830 4 Ave,Sunset Park,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:06:18+00:00
1:13190111,NYC FLEET / NYPD_PSA7-GW,737 Melrose Ave,THE BRONX,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13191561,NYC FLEET / DEPNTWNCRK_1_L3,319 Greenpoint Ave,Greenpoint,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:08:20+00:00
1:13191581,NYC FLEET / DEPNTWNCRK_2_L3,319 Greenpoint Ave,Greenpoint,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2025-10-15T19:38:28+00:00
1:13191601,NYC FLEET / DEPNTWNCRK_4_L3,319 Greenpoint Ave,Greenpoint,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:10:34+00:00
1:13191621,NYC FLEET / DEPNTWNCRK_6_L3,319 Greenpoint Ave,Greenpoint,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:09:26+00:00
1:13193561,NYC FLEET / NYPD_32PCT_GW,250 W 135th St,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13210561,NYC FLEET / NYPD_40PCT-GW1,257 Alexander Ave,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13219921,NYC FLEET / DEP_SIREPAIR-S1,182 Joline Ave,Tottenville,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-01-24T21:27:05+00:00
1:13220891,NYC FLEET / NYPD_30PCT-1,451 W 151st St,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:08:55+00:00
1:13220921,NYC FLEET / NYPD_30PCT-2,451 W 151st St,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:08:55+00:00
1:13220961,NYC FLEET / NYPD_32PCT-1,250 W 135th St,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:05:24+00:00
1:13221341,NYC FLEET / HRA_FOSTER-S1,10300 Foster Avenue,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2025-09-07T14:34:25+00:00
1:13222171,NYC FLEET / NYPD_34PCT-1,4295 Broadway,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:03:35+00:00
1:13222181,NYC FLEET / NYPD_41PCT-1,1035 Longwood Ave,THE BRONX,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:12:41+00:00
1:13222191,NYC FLEET / NYPD_41PCT-2,1035 Longwood Ave,THE BRONX,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:12:41+00:00
1:13222201,NYC FLEET / NYPD_PSA7-1,737 Melrose Ave,The Bronx,New York,Level 2,CPF50-L18,0,REACHABLE,,,2025-03-07T04:03:47+00:00
1:13222211,NYC FLEET / NYPD_PSA7-2,737 Melrose Ave,The Bronx,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:10:57+00:00
1:13222221,NYC FLEET / NYPD_TD12-1,480 Morris Park Ave,The Bronx,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:08:39+00:00
1:13222241,NYC FLEET / NYPD_TD12-2,480 Morris Park Ave,The Bronx,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:10:13+00:00
1:13222251,NYC FLEET / NYPD_102PCT-1,87-34 118th St,Queens,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:12:26+00:00
1:13222271,NYC FLEET / NYPD_102PCT-2,87-34 118th St,Queens,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:12:26+00:00
1:13222281,NYC FLEET / NYPD_106PCT-1,103-53 101st St,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:08:54+00:00
1:13222341,NYC FLEET / NYPD_107PCT-1,71-01 Parsons Blvd,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:08:16+00:00
1:13222361,NYC FLEET / NYPD_113PCT-1,167-02 Baisley Blvd,Jamaica,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:04:57+00:00
1:13222381,NYC FLEET / NYPD_112PCT-1,68-40 Austin St,Forest Hills,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:10:10+00:00
1:13222741,NYC FLEET / DSNY_SI3A-S3,1000 West Service Road,Staten Island,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2025-08-12T06:00:53+00:00
1:13223541,NYC FLEET / NYPD_SPRGFLD-1,174-20 N Boundary Rd,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:05:22+00:00
1:13223561,NYC FLEET / NYPD_SPRGFLD-2,174-20 N Boundary Rd,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2023-08-19T00:11:50+00:00
1:13223571,NYC FLEET / NYPD_SPRGFLD-3,174-20 N Boundary Rd,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:05:22+00:00
1:13223581,NYC FLEET / NYPD_SPRGFLD-4,174-20 N Boundary Rd,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:05:22+00:00
1:13223611,NYC FLEET / NYPD_SPRGFLD-5,174-20 N Boundary Rd,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:05:22+00:00
1:13223641,NYC FLEET / NYPD_SPRGFLD-6,174-20 N Boundary Rd,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:05:22+00:00
1:13223681,NYC FLEET / NYPD_62PCT-1,1925 Bath Ave,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:08:46+00:00
1:13223721,NYC FLEET / NYPD_68PCT-GW,333 65th St,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13223751,NYC FLEET / NYPD_68PCT-1,333 65th St,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:12:15+00:00
1:13223761,NYC FLEET / NYPD_68PCT-2,333 65th St,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:12:15+00:00
1:13223851,NYC FLEET / NYPD_81PCT-1,30 Ralph Ave,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:10:03+00:00
1:13223861,NYC FLEET / NYPD_81PCT-2,30 Ralph Ave,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:10:03+00:00
1:13224081,NYC FLEET / NYPD_83PCT-1,480 Knickerbocker Ave,Brooklyn,New York,Level 2,CPF50,0,REACHABLE,,,2026-02-09T14:03:54+00:00
1:13224101,NYC FLEET / NYPD_90PCT-1,487 Broadway,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:07:46+00:00
1:13224151,NYC FLEET / NYPD_94PCT-1,9096 Meserole Ave,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:08:24+00:00
1:13224201,NYC FLEET / NYPD_HIGHWAY2-1,2900 Flatbush Ave,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:04:21+00:00
1:13224211,NYC FLEET / NYPD_HIGHWAY2-2,2900 Flatbush Ave,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:04:21+00:00
1:13224261,NYC FLEET / DPR_BXRVRH-S1,1490 Sheridan Blvd.,Bronx,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-01-20T03:26:46+00:00
1:13226221,NYC FLEET / DEPQUEENSREP-S2,106-36 180th St,Queens,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-02-09T14:06:31+00:00
1:13227341,NYC FLEET / NYPD_34PCT-2,4301 US-9,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:03:35+00:00
1:13227351,NYC FLEET / NYPD_33PCT-1,2207 Amsterdam Ave,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:04:08+00:00
1:13227381,NYC FLEET / NYPD_33PCT-2,2207 Amsterdam Ave,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:04:08+00:00
1:13227961,NYC FLEET / DPR_GLDITRPK-S1,40 W 143rd St,New York,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2025-12-16T03:58:28+00:00
1:13229601,NYC FLEET / DSNY_FBF-S1,50 Aviation Rd,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2025-12-26T01:12:33+00:00
1:13231471,NYC FLEET / DSNY_FBF-S2,50 Aviation Rd,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-02-06T14:01:16+00:00
1:13233241,NYC FLEET / DSNY_BK11-S3,1824 Shore Pkwy,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2025-12-07T02:09:24+00:00
1:13234681,NYC FLEET / DPR_CNRSIEPK-S1,1501 E 102nd St,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-02-08T20:57:53+00:00
1:13238241,NYC FLEET / DEP_OWLSHD_1_L3,6700 Shore Pkwy,Bay Ridge,New York,Level 3,CPE250C-500-CHD-CCS1,0,REACHABLE,,,2026-02-09T14:08:38+00:00
1:13241121,NYC FLEET / DSNY_BK11-S2,1824 Shore Pkwy,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2025-09-05T14:38:42+00:00
1:13241541,NYC FLEET / DOB_QBH-S1,120-55 Queens Blvd Side lot 82nd Ave,Queens,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-02-09T14:12:06+00:00
1:13242111,NYC FLEET / DSNY_BK11-S4,1824 Shore Pkwy,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-01-25T21:08:21+00:00
1:13242711,NYC FLEET / DSNY_BK11-S1,1824 Shore Pkwy,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2025-08-12T22:14:49+00:00
1:13252951,NYC FLEET / DEP-FMC,58-52 Grand Ave,Maspeth,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:09:11+00:00
1:13254651,NYC FLEET / DHS_FARRAGUT-GW,10107 Farragut Rd,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13256341,NYC FLEET / NYPD_40PCT,257 Alexander Ave,The Bronx,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:06:45+00:00
1:13257391,NYC FLEET / DPR_BUSHWICK-S2,29 N 10th St,Brooklyn,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-02-09T14:12:05+00:00
1:13258301,NYC FLEET / DSNY_SITS-S1,600 West Service Road,Travis - Chelsea,New York,Level 2,CT4010-HD2-GW-LTE,0,REACHABLE,,,2025-07-25T14:40:42+00:00
1:13259221,NYC FLEET / DPRCUNINGHM-S3,Fresh Meadows Cunningham parking lot,Queens,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-01-27T05:51:23+00:00
1:13260351,NYC FLEET / DPRWFMARINA-S2,1 Marina Rd,Queens,New York,Level 2,CT4010-HD2-GW-LTE,0,REACHABLE,,,2025-12-10T18:32:50+00:00
1:13262151,NYC FLEET / NYPD_75PCT-GW,1000 Sutter Ave,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13276371,NYC FLEET / DEP_TALLMN_1_L3,127-01 Powell Cove Blvd,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:11:06+00:00
1:13277181,NYC FLEET / DOC_CHAPEL_1_L3,Rikers Island 16-16 Hazen St,EAST ELMHURST,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:09:45+00:00
1:13277801,NYC FLEET / NYPD_PCT45_GW,2877 Barkley Ave,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13277841,NYC FLEET / NYPD_PCT47_GW,4111 Laconia Ave,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13281181,NYC FLEET / NYPD_PCT45_1,2877 Barkley Ave,New york,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-08T14:58:30+00:00
1:13282081,NYC FLEET / NYPD_PCT47_1,4111 Laconia Ave,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:08:03+00:00
1:13282091,NYC FLEET / NYPD_PCT47_2,4111 Laconia Ave,New York,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:08:03+00:00
1:13282111,NYC FLEET / NYPD_PCT47_3,4111 Laconia Ave,New York,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:08:03+00:00
1:13287801,NYC FLEET / DSNY_CRSQWDCFC1,52-35 58th St,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:12:42+00:00
1:13294161,NYC FLEET / FDNY_REVIEW-GW,30-30 Review Ave,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13295751,NYC FLEET / ACS_LINDEN_1_L3,2554 Linden Blvd,East New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:09:15+00:00
1:13295761,NYC FLEET / ACS_LINDEN_2_L3,2554 Linden Blvd,East New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:12:05+00:00
1:13343931,NYC FLEET / DHS_FARRAGUT-1,10107 Farragut Rd,Brooklyn,New York,Level 2,CPF50,0,REACHABLE,,,2026-02-09T14:12:23+00:00
1:13343951,NYC FLEET / DHS_FARRAGUT-2,10107 Farragut Rd,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:12:23+00:00
1:13343961,NYC FLEET / DHS_FARRAGUT-3,10107 Farragut Rd,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:12:23+00:00
1:13344331,NYC FLEET / DSNY_MN06-DCFC1,299 South St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:10:07+00:00
1:13344381,NYC FLEET / DSNY_MN03-DCFC2,299 South St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:07:34+00:00
1:13344401,NYC FLEET / DSNY_MN06-DCFC2,299 South St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:08:01+00:00
1:13344461,NYC FLEET / DSNY_MN03-DCFC1,299 South St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:08:02+00:00
1:13348111,NYC FLEET / NYPD_ABBOTST-GW,500 Abbot Street,The Bronx,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13350331,NYC FLEET / NYPD_ABBOTST-1,500 Abbot Street,The Bronx,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:13:11+00:00
1:13350371,NYC FLEET / NYPD_ABBOTST-2,500 Abbot Street,The Bronx,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:13:11+00:00
1:13350431,NYC FLEET / NYPD_ABBOTST-3,500 Abbot Street,The Bronx,New York,Level 2,CPF50-L23,0,REACHABLE,,,2026-02-09T14:13:11+00:00
1:13360811,NYC FLEET / DEPJAMAICA_2_L3,150-20 134 Street,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:11:23+00:00
1:13378551,NYC FLEET / DPR_SISHOPS1&2,21 Slosson Ave,Castleton Corners,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-09T14:11:17+00:00
1:13379181,NYC FLEET / DEPDOWNSVILLE_5,nyc 30a,Downsville,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:12:43+00:00
1:13381641,NYC FLEET / DOF_STARR_2_L3,31-46 Greenpoint Ave,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:04:03+00:00
1:13384661,NYC FLEET / DOF_STARR_1_L3,31-40 Greenpoint Ave,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:08:46+00:00
1:13388851,NYC FLEET / DEP_26WARD_4_L3,12266 Flatlands Ave,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:09:45+00:00
1:13396811,NYC FLEET / NYPD_69PRECINCT,9720 Foster Ave,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13398561,NYC FLEET / DEP_SHAFT18,20 Westlake Dr,Valhalla,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:10:29+00:00
1:13411741,NYC FLEET / FDNY_FTB400B-GW,400 Murray Ave,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-09T14:14:18.841195+00:00
1:13411861,NYC FLEET / DEP_TALLMAN-1,182 Powells Cove Blvd,Queens,New York,Level 2,CT4025-HD-GW,0,REACHABLE,,,2026-02-09T14:12:35+00:00
1:13411871,NYC FLEET / DPR_5BORO#9A-B,14 Bronx Shore Rd,New York,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-09T14:11:25+00:00
1:13411901,NYC FLEET / DEP_TALLMAN-2,182 Powells Cove Blvd,Queens,New York,Level 2,CT4025-HD-GW,0,REACHABLE,,,2026-02-09T14:13:19+00:00
1:13411931,NYC FLEET / DEP_TALLMAN-6,182 Powells Cove Blvd,Queens,New York,Level 2,CT4025-HD-GW,0,REACHABLE,,,2026-02-09T14:08:21+00:00
1:13411991,NYC FLEET / DEP_TALLMAN-7,182 Powells Cove Blvd,Queens,New York,Level 2,CT4025-HD-GW,0,REACHABLE,,,2026-02-09T14:10:35+00:00
1:13412001,NYC FLEET / DEP_TALLMAN-9,182 Powells Cove Blvd,Queens,New York,Level 2,CT4025-HD2-GW-LTE,0,REACHABLE,,,2026-02-09T14:07:44+00:00
1:13412021,NYC FLEET / DEP_TALLMAN-8,182 Powells Cove Blvd,Queens,New York,Level 2,CT4025-HD-GW,0,REACHABLE,,,2026-02-09T14:10:11+00:00
1:13417491,NYC FLEET / NYPD_69PCT-1,9720 Foster Ave,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-09T14:03:25+00:00
1:13417501,NYC FLEET / NYPD_69PCT-2,9720 Foster Ave,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2024-07-31T12:36:44+00:00
1:13417821,NYC FLEET / DOE_MTWAIN-2,2401 Neptune Ave,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-09T14:08:15+00:00
1:13420161,NYC FLEET / DSNY_MN04-DCFC4,650 W 57th St,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-09T14:10:35+00:00
